chr1	275640	275841	NA
chr1	277766	277967	NA
chr1	904936	905137	NA
chr1	921756	921957	ISG15
chr1	1034518	1034719	NA
chr1	1099790	1099991	TTLL10
chr1	1132329	1132530	NA
chr1	1157806	1158007	B3GALT6
chr1	1197908	1198109	NA
chr1	1216022	1216223	ACAP3
chr1	1235575	1235776	CPTP
chr1	1240049	1240250	TAS1R3
chr1	1251704	1251905	DVL1
chr1	1283583	1283784	AURKAIP1
chr1	1308156	1308357	CCNL2
chr1	1317872	1318073	NA
chr1	1343646	1343847	NA
chr1	1347555	1347756	NA
chr1	1361507	1361708	ATAD3C
chr1	1388191	1388392	ATAD3B
chr1	1435291	1435492	NA
chr1	1491632	1491833	SSU72
chr1	1491728	1491929	NA
chr1	1550141	1550342	NA
chr1	1610921	1611122	SLC35E2B
chr1	1611683	1611884	FNDC10
chr1	1638477	1638678	NADK
chr1	1783533	1783734	CALML6
chr1	1787637	1787838	TMEM52
chr1	1788294	1788495	TMEM52
chr1	1892499	1892700	GABRD
chr1	2076481	2076682	NA
chr1	2085161	2085362	NA
chr1	2100599	2100800	SKI
chr1	2270731	2270932	MORN1
chr1	2270799	2271000	RER1
chr1	2292126	2292327	PEX10
chr1	2357792	2357993	PLCH2
chr1	2408440	2408641	PANK4
chr1	2412089	2412290	HES5
chr1	2439520	2439721	TNFRSF14
chr1	2472055	2472256	FAM213B
chr1	2516369	2516570	MMEL1
chr1	2553428	2553629	TTC34
chr1	2799685	2799886	ACTRT2
chr1	2849712	2849913	PRDM16
chr1	3258736	3258937	ARHGEF16
chr1	3429419	3429620	TPRG1L
chr1	3454516	3454717	WRAP73
chr1	3486060	3486261	TP73
chr1	3558015	3558216	CCDC27
chr1	3606034	3606235	LRRC47
chr1	3671159	3671360	CEP104
chr1	3671561	3671762	DFFB
chr1	3717391	3717592	C1H1orf174
chr1	4539974	4540175	AJAP1
chr1	5399421	5399622	NA
chr1	6155304	6155505	CHD5
chr1	6187901	6188102	RPL22
chr1	6194419	6194620	RNF207
chr1	6223496	6223697	ICMT
chr1	6232966	6233167	HES3
chr1	6250076	6250277	GPR153
chr1	6375356	6375557	ACOT7
chr1	6410956	6411157	HES2
chr1	6410976	6411177	HES2
chr1	6457541	6457742	TNFRSF25
