chr1	1131212	1131241	NA
chr1	1132105	1132430	NA
chr1	1157906	1157936	B3GALT6
chr1	1283002	1283036	AURKAIP1
chr1	1283399	1283684	AURKAIP1
chr1	1308251	1308257	CCNL2
chr1	1491408	1491733	SSU72
chr1	1593303	1593450	SLC35E2B
chr1	1610690	1611022	SLC35E2B
chr1	1630877	1630917	NADK
chr1	1638396	1638578	NADK
chr1	1783633	1784087	CALML6
chr1	1787497	1787738	TMEM52
chr1	1892599	1892630	GABRD
chr1	2270658	2270832	MORN1
chr1	2270899	2271083	RER1
chr1	2274912	2274919	RER1
chr1	2292158	2292227	PEX10
chr1	2357892	2358167	PLCH2
chr1	2408532	2408541	PANK4
chr1	2412109	2412190	HES5
chr1	2439620	2439919	TNFRSF14
chr1	2472155	2472291	FAM213B
chr1	2516460	2516470	MMEL1
chr1	2799785	2799970	ACTRT2
chr1	3454509	3454617	WRAP73
chr1	3606107	3606135	LRRC47
chr1	3666486	3666500	CEP104
chr1	3670946	3671260	CEP104
chr1	3717385	3717492	C1H1orf174
chr1	4540074	4540455	AJAP1
chr1	6187956	6188002	RPL22
chr1	6194519	6194693	RNF207
chr1	6223524	6223597	ICMT
chr1	6244196	6244305	GPR153
chr1	6250032	6250177	GPR153
chr1	6375300	6375457	ACOT7
chr1	6410978	6411057	HES2
chr1	6410978	6411077	HES2
chr1	6550094	6550127	NOL9
chr1	6550868	6550964	TAS1R1
chr1	6573399	6573533	ZBTB48
chr1	6573929	6573998	ZBTB48
chr1	6609271	6609654	PHF13
chr1	6620764	6620832	THAP3
chr1	7774856	7774971	VAMP3
chr1	7788562	7788628	PER3
chr1	7788813	7789037	PER3
chr1	7858205	7858246	UTS2
chr1	7947963	7948047	TNFRSF9
chr1	7948752	7948789	TNFRSF9
chr1	7968236	7968376	PARK7
chr1	7969326	7969349	PARK7
chr1	8021846	8021919	ERRFI1
chr1	8032376	8032552	ERRFI1
chr1	8674671	8674815	RERE
chr1	8815275	8815460	RERE
chr1	8840983	8841466	RERE
chr1	8898809	8898818	ENO1
chr1	8966775	8966799	CA6
chr1	9095417	9095705	SLC2A5
chr1	9327286	9327571	H6PD
chr1	9337461	9337471	H6PD
chr1	9384367	9384551	SPSB1
chr1	9449131	9449280	SPSB1
chr1	9633192	9633415	SLC25A33
chr1	9760363	9760422	PIK3CD
chr1	9763078	9763237	NA
chr1	9801032	9801137	PIK3CD
chr1	9821074	9821106	PIK3CD
chr1	9936094	9936887	CLSTN1
chr1	9987233	9987261	CTNNBIP1
chr1	10056167	10056175	LZIC
chr1	10062255	10062417	LZIC
chr1	10118985	10119027	RBP7
chr1	10155347	10156035	UBE4B
chr1	10329195	10329368	KIF1B
chr1	10351271	10351350	KIF1B
chr1	10550731	10551147	APITD1
chr1	10595088	10595144	DFFA
