chr1	1123091	1123425	NA
chr1	1158926	1160677	B3GALT6
chr1	1203262	1204434	ACAP3
chr1	1243268	1244110	TAS1R3
chr1	1244081	1244966	DVL1
chr1	1281975	1282046	AURKAIP1
chr1	1295660	1296398	CCNL2
chr1	1456941	1457333	SSU72
chr1	1551678	1551706	NA
chr1	1580672	1580805	SLC35E2B
chr1	1580863	1581535	SLC35E2B
chr1	1581632	1582320	SLC35E2B
chr1	1616871	1618550	NADK
chr1	1786012	1786114	CALML6
chr1	1786538	1786822	TMEM52
chr1	1897955	1898423	GABRD
chr1	2055136	2056170	NA
chr1	2057212	2057458	NA
chr1	2058040	2058404	NA
chr1	2282797	2285110	RER1
chr1	2284475	2285433	PEX10
chr1	2386693	2387005	PLCH2
chr1	2390268	2390577	PANK4
chr1	2410694	2411416	HES5
chr1	2446906	2447459	TNFRSF14
chr1	2474831	2476871	FAM213B
chr1	2476329	2476393	MMEL1
chr1	2801104	2801185	ACTRT2
chr1	3278976	3279499	ARHGEF16
chr1	3433394	3433424	TPRG1L
chr1	3435542	3435749	WRAP73
chr1	3588805	3589675	LRRC47
chr1	3625056	3625663	CEP104
chr1	3704509	3705331	C1H1orf174
chr1	4664785	4664844	AJAP1
chr1	4673501	4674734	AJAP1
chr1	6172641	6174293	RPL22
chr1	6206946	6208829	RNF207
chr1	6208730	6212631	ICMT
chr1	6236525	6237975	GPR153
chr1	6238086	6238627	GPR153
chr1	6254145	6254465	ACOT7
chr1	6406414	6410027	HES2
chr1	6519864	6520556	NOL9
chr1	6572982	6573153	TAS1R1
chr1	6582639	6582706	ZBTB48
chr1	6586645	6586773	KLHL21
chr1	6617230	6619588	PHF13
chr1	6628689	6629192	THAP3
chr1	6629784	6631284	DNAJC11
chr1	7783177	7784966	VAMP3
chr1	7927342	7928340	TNFRSF9
chr1	7991515	7991742	PARK7
chr1	8017942	8019436	ERRFI1
chr1	8360292	8360446	SLC45A1
chr1	8369114	8371797	RERE
chr1	8884914	8885278	ENO1
chr1	8996659	8997045	CA6
chr1	9063734	9064371	SLC2A5
chr1	9356451	9358047	H6PD
chr1	9460988	9462944	SPSB1
chr1	9678457	9678726	SLC25A33
chr1	9761248	9762290	NA
chr1	9762320	9762420	NA
chr1	9838438	9838974	PIK3CD
chr1	9840416	9841915	CLSTN1
chr1	9964957	9966002	CTNNBIP1
chr1	9966043	9966139	CTNNBIP1
chr1	10049165	10049949	LZIC
chr1	10138098	10138285	RBP7
chr1	10306116	10307397	UBE4B
chr1	10424219	10428159	KIF1B
chr1	10563052	10563462	APITD1
chr1	10572408	10572815	CORT
chr1	10582674	10583237	DFFA
chr1	10756686	10757461	PEX14
chr1	11081160	11081180	C1H1orf127
chr1	11155013	11157855	TARDBP
chr1	11158884	11159245	MASP2
chr1	11186715	11186988	SRM
chr1	11198863	11198957	EXOSC10
chr1	11242101	11243043	MTOR
chr1	11331958	11332870	ANGPTL7
chr1	11423369	11425674	UBIAD1
chr1	11679695	11680234	DISP3
chr1	11792486	11792744	FBXO2
chr1	11805674	11806690	FBXO44
chr1	11819660	11820159	FBXO6
chr1	11820289	11820583	MAD2L2
chr1	11866849	11867746	DRAXIN
chr1	11897264	11897924	AGTRAP
chr1	11935599	11939656	MTHFR
chr1	11938423	11938561	C1orf167
chr1	11987501	11987951	CLCN6
chr1	11987954	11987957	CLCN6
chr1	11994682	11994973	NPPA
chr1	12006901	12007093	NPPB
chr1	12056674	12057400	KIAA2013
chr1	12115627	12116359	PLOD1
chr1	12151228	12153177	MFN2
chr1	12172449	12172690	MIIP
chr1	12279856	12280442	TNFRSF8
chr1	12345088	12347285	TNFRSF1B
